ts,game_id,game_name,igdb_id,viewers,channels
2026-08-15T00:00:34Z,509658,Just Chatting,,317283,5097
2026-08-15T00:00:34Z,33214,Fortnite,1905,161859,5383
2026-08-15T00:00:34Z,491931,Escape from Tarkov,15536,163869,1055
2026-08-15T00:00:34Z,32982,Grand Theft Auto V,1020,129523,3252
2026-08-15T00:00:34Z,509672,IRL,,87500,632
2026-08-15T00:00:34Z,21779,League of Legends,115,64387,2192
2026-08-15T00:00:34Z,516575,VALORANT,126459,61456,2730
2026-08-15T00:00:34Z,32399,Counter-Strike,,47199,1579
2026-08-15T00:00:34Z,31339,Project Zomboid,3189,43349,391
2026-08-15T00:00:34Z,27471,Minecraft,135400,38972,3318
2026-08-15T00:00:34Z,29452,Virtual Casino,45517,34773,38
2026-08-15T00:00:34Z,515025,Overwatch,125174,32594,1773
2026-08-15T00:00:34Z,491487,Dead by Daylight,18866,30128,2767
2026-08-15T00:00:34Z,511224,Apex Legends,114795,28100,2006
2026-08-15T00:00:34Z,1264310518,Marvel Rivals,294041,25591,2193
2026-08-15T00:00:34Z,18122,World of Warcraft,123,25171,678
2026-08-15T00:00:34Z,29595,Dota 2,,24084,824
2026-08-15T00:00:34Z,498566,Slots,,23767,91
2026-08-15T00:00:34Z,2012789438,Call of Duty: Black Ops 7,348220,18044,670
2026-08-15T00:00:34Z,512710,Call of Duty: Warzone,131800,15877,2013
2026-08-15T00:00:34Z,509663,Special Events,,16135,147
2026-08-15T00:00:34Z,852009328,Mistfall Hunter,320141,15256,407
2026-08-15T00:00:34Z,1081998272,PEAK,349524,14472,909
2026-08-15T00:00:34Z,499973,Always On,,14461,394
2026-08-15T00:00:34Z,30921,Rocket League,11198,13262,1159
2026-08-15T00:00:34Z,1669431183,DJs,,12930,311
2026-08-15T00:00:34Z,2132205352,Deadlock,301298,12998,428
2026-08-15T00:00:34Z,55453844,Street Fighter 6,191692,11652,134
2026-08-15T00:00:34Z,630009802,MARVEL TŌKON: Fighting Souls,347132,12357,255
2026-08-15T00:00:34Z,509659,ASMR,,11863,171
2026-08-15T00:00:34Z,29307,Path of Exile,1911,10819,234
2026-08-15T00:00:34Z,386821,Black Desert,6292,10677,277
2026-08-15T00:00:34Z,23020,ROBLOX,17269,9541,2377
2026-08-15T00:00:34Z,670138298,Madden NFL 27,400379,9344,993
2026-08-15T00:00:34Z,624536948,EA Sports FC 26,353848,8887,1424
2026-08-15T00:00:34Z,263490,Rust,3277,9224,409
2026-08-15T00:00:34Z,1588170380,Foghorns Drown,382273,8867,1
2026-08-15T00:00:34Z,19619,Tibia,9596,8666,495
2026-08-15T00:00:34Z,509660,Art,,8492,593
2026-08-15T00:00:34Z,546,R: Racing Evolution,4076,8715,1
2026-08-15T00:00:34Z,138585,Hearthstone,1279,8306,97
2026-08-15T00:00:34Z,1036710512,Palworld,151665,8082,1183
2026-08-15T00:00:34Z,461221,MARVEL Contest of Champions,28107,8031,26
2026-08-15T00:00:34Z,27546,World of Tanks,1184,7604,109
2026-08-15T00:00:34Z,26936,Music,,7452,587
2026-08-15T00:00:34Z,518203,Sports,,7721,156
2026-08-15T00:00:34Z,1122982998,Dark Souls: Remastered,81085,7093,80
2026-08-15T00:00:34Z,464339927,ARC Raiders,185258,7058,811
2026-08-15T00:00:34Z,676802825,Big Walk,279624,6915,515
2026-08-15T00:00:34Z,512953,ELDEN RING,119133,6769,439
2026-08-15T00:00:34Z,460630,Rainbow Six Siege,7360,6436,1762
2026-08-15T00:00:34Z,499634,Crypto,76760,6637,106
2026-08-15T00:00:34Z,493057,PUBG: BATTLEGROUNDS,27789,6390,618
2026-08-15T00:00:34Z,459931,Old School RuneScape,79824,6294,263
2026-08-15T00:00:34Z,499003,VRChat,33615,6546,153
2026-08-15T00:00:34Z,272263131,"Animals, Aquariums, and Zoos",,6074,301
2026-08-15T00:00:34Z,538054672,TEKKEN 8,217590,5520,116
2026-08-15T00:00:34Z,9899,Arx Fatalis,602,5975,1
2026-08-15T00:00:34Z,518184,Phasmophobia,132516,5960,340
2026-08-15T00:00:34Z,27284,Retro,,5880,325
2026-08-15T00:00:34Z,2046538344,Uncharted: Drake's Fortune Remastered,41878,4809,2
2026-08-15T00:00:34Z,513181,Genshin Impact,119277,5720,617
2026-08-15T00:00:34Z,24241,FINAL FANTASY XIV ONLINE,386,5394,509
2026-08-15T00:00:34Z,1597660489,RESIDENT EVIL: requiem,347668,5223,85
2026-08-15T00:00:34Z,18049,Mario Bros.,3105,5167,1
2026-08-15T00:00:34Z,493959,Red Dead Redemption II,25076,4748,379
2026-08-15T00:00:34Z,66082,Games + Demos,,4744,889
2026-08-15T00:00:34Z,278441117,Assassin's Creed Black Flag Resynced,337738,5079,168
2026-08-15T00:00:34Z,1822371786,Cicada,360244,4645,1
2026-08-15T00:00:34Z,884569009,The Choicer Voicer,307223,4528,88
2026-08-15T00:00:34Z,535020156,OneState,291920,4154,43
2026-08-15T00:00:34Z,2112738408,NBA 2K26,353901,3865,1041
2026-08-15T00:00:34Z,417528,Albion Online,19698,3947,119
2026-08-15T00:00:34Z,399457773,Bills Must Be Paid,397984,3931,6
2026-08-15T00:00:34Z,766571430,HELLDIVERS 2,250616,3988,686
2026-08-15T00:00:34Z,417752,Talk Shows & Podcasts,,3311,331
2026-08-15T00:00:34Z,513143,Teamfight Tactics,120176,2425,104
2026-08-15T00:00:34Z,490242481,GRAIN ROT,400575,3722,70
2026-08-15T00:00:34Z,488190,Poker,,3656,77
2026-08-15T00:00:34Z,24193,Left 4 Dead 2,124,3546,60
2026-08-15T00:00:34Z,1663723394,Gears of War: E-Day,305160,3399,494
2026-08-15T00:00:34Z,66170,Warframe,2903,3448,327
2026-08-15T00:00:34Z,1763263,nanos world,152927,3478,42
